latitude,longitude,Units,Construction Year,Type,Area,Floors,Height
45.518505,-73.590385,3.0,1910.0,residential,232.0,3.0,22.5
45.518543,-73.5904599,3.0,1910.0,residential,232.0,3.0,22.5
45.518575,-73.590541,3.0,1910.0,residential,232.0,3.0,22.5
45.511005,-73.56949,1.0,1880.0,residential,224.0,2.0,15.0
45.51860900000001,-73.590626,3.0,1910.0,residential,232.0,3.0,22.5
45.5123016,-73.5771886,3.0,1910.0,residential,232.0,3.0,22.5
45.518682,-73.590797,3.0,1910.0,residential,232.0,3.0,22.5
45.51873300000001,-73.59085999999998,3.0,1900.0,residential,232.0,3.0,22.5
45.510874,-73.5691688,3.0,1870.0,residential,239.0,2.0,15.0
45.5108194,-73.56917530000003,2.0,1875.0,residential,238.0,2.0,15.0
45.518757,-73.590953,3.0,1900.0,residential,232.0,3.0,22.5
45.510829,-73.569028,2.0,1875.0,residential,239.0,2.0,15.0
45.518795,-73.591043,3.0,1900.0,residential,232.0,3.0,22.5
45.5107744,-73.569064,3.0,1870.0,residential,240.0,2.0,15.0
45.51077,-73.568895,2.0,1870.0,residential,244.0,3.0,22.5
45.5193129,-73.592202,3.0,1907.0,residential,232.0,3.0,22.5
45.5106214,-73.56876690000001,4.0,1880.0,residential,152.0,3.0,22.5
45.5105853,-73.56867380000001,4.0,1880.0,residential,158.0,3.0,22.5
45.519419,-73.592456,1.0,1910.0,residential,77.0,1.0,7.5
45.519419,-73.592456,1.0,1910.0,residential,77.0,1.0,7.5
45.5194341,-73.5925127,1.0,1910.0,residential,78.0,1.0,7.5
45.5194094,-73.5925441,3.0,1900.0,residential,232.0,3.0,22.5
45.519492,-73.592618,3.0,1910.0,residential,232.0,3.0,22.5
45.51953,-73.592703,2.0,1910.0,residential,232.0,3.0,22.5
45.5195246,-73.59284040000001,3.0,1910.0,residential,232.0,3.0,22.5
45.51957970000001,-73.59302380000003,3.0,1910.0,residential,232.0,3.0,22.5
45.5201459,-73.59429899999998,6.0,1910.0,residential,237.0,3.0,22.5
45.5201708,-73.594415,3.0,1910.0,residential,237.0,3.0,22.5
45.520215,-73.59446299999998,3.0,1910.0,residential,236.0,3.0,22.5
45.52025400000001,-73.594548,3.0,1910.0,residential,230.0,3.0,22.5
45.5205384,-73.5939023,3.0,1910.0,residential,237.0,3.0,22.5
45.52049239999999,-73.5938676,3.0,1910.0,residential,237.0,3.0,22.5
45.5200204,-73.5925912,3.0,1910.0,residential,232.0,3.0,22.5
45.51985910000001,-73.5922301,2.0,1910.0,residential,195.0,3.0,22.5
45.51984390000001,-73.59220669999998,1.0,1910.0,residential,65.0,1.0,7.5
45.5198438,-73.592196,1.0,1910.0,residential,65.0,1.0,7.5
45.5198718,-73.59215970000002,1.0,1910.0,residential,65.0,1.0,7.5
45.5198162,-73.5921341,2.0,1910.0,residential,195.0,3.0,22.5
45.5197836,-73.5920612,3.0,1910.0,residential,195.0,3.0,22.5
45.51974970000001,-73.59198529999998,3.0,1910.0,residential,195.0,3.0,22.5
45.51971289999999,-73.59190290000002,3.0,1910.0,residential,199.0,3.0,22.5
45.5197182,-73.591835,3.0,1910.0,residential,195.0,3.0,22.5
45.5191797,-73.59071970000002,1.0,1910.0,residential,77.0,1.0,7.5
45.51918970000001,-73.59067990000001,1.0,1910.0,residential,77.0,1.0,7.5
45.5191969,-73.5906646,1.0,1910.0,residential,77.0,1.0,7.5
45.5191448,-73.5906322,3.0,1900.0,residential,232.0,3.0,22.5
45.5191118,-73.5904946,3.0,1900.0,residential,232.0,3.0,22.5
45.5190524,-73.590429,3.0,1900.0,residential,232.0,3.0,22.5
45.5189926,-73.590412,3.0,1900.0,residential,232.0,3.0,22.5
45.5190124,-73.590228,3.0,1910.0,residential,232.0,3.0,22.5
45.5189828,-73.59020140000001,3.0,1910.0,residential,232.0,3.0,22.5
45.5189163,-73.5900872,3.0,1910.0,residential,232.0,3.0,22.5
45.5188948,-73.59005040000002,3.0,1910.0,residential,232.0,3.0,22.5
45.5188383,-73.5899292,3.0,1910.0,residential,232.0,3.0,22.5
45.51892,-73.58972840000001,3.0,1910.0,residential,232.0,3.0,22.5
45.5187953,-73.5897371,3.0,1910.0,residential,232.0,3.0,22.5
45.5187286,-73.5897,3.0,1910.0,residential,232.0,3.0,22.5
45.518711,-73.5895752,3.0,1910.0,residential,232.0,3.0,22.5
45.5186549,-73.5895647,3.0,1910.0,residential,232.0,3.0,22.5
45.5184393,-73.589046,2.0,1910.0,residential,232.0,2.0,15.0
45.5183964,-73.588989,2.0,1910.0,residential,232.0,2.0,15.0
45.51838720000001,-73.5888701,2.0,1910.0,residential,232.0,2.0,15.0
45.5183227,-73.58880009999999,3.0,1910.0,residential,232.0,3.0,22.5
45.51864459999999,-73.5887382,3.0,1938.0,Commercial,236.0,3.0,30.0
45.5186364,-73.58875040000002,3.0,1900.0,residential,237.0,3.0,22.5
45.51864310000001,-73.5888066,3.0,1900.0,residential,238.0,3.0,22.5
45.5187564,-73.5889569,3.0,1910.0,residential,240.0,3.0,22.5
45.5188567,-73.58918259999999,3.0,1910.0,residential,242.0,3.0,22.5
45.518915,-73.58931559999998,3.0,1900.0,residential,203.0,3.0,22.5
45.518912,-73.58936969999998,3.0,1900.0,residential,204.0,3.0,22.5
45.5189714,-73.5894625,3.0,1900.0,residential,200.0,3.0,22.5
45.5190917,-73.58939709999999,3.0,1900.0,residential,207.0,3.0,22.5
45.51902519999999,-73.5896023,3.0,1900.0,residential,207.0,3.0,22.5
45.5190348,-73.58964460000001,3.0,1900.0,residential,208.0,3.0,22.5
45.5189953,-73.58980179999998,3.0,1900.0,residential,248.0,3.0,22.5
45.519116,-73.5897662,3.0,1900.0,residential,249.0,3.0,22.5
45.5191689,-73.58994859999999,3.0,1900.0,residential,212.0,3.0,22.5
45.519281,-73.5902007,2.0,1900.0,residential,213.0,3.0,22.5
45.5192928,-73.5902332,3.0,1900.0,residential,213.0,3.0,22.5
45.5193958,-73.590396,3.0,1910.0,residential,256.0,3.0,22.5
45.519739,-73.5915411,1.0,1915.0,residential,68.0,3.0,22.5
45.5198029,-73.591684,3.0,1910.0,residential,256.0,3.0,22.5
45.519998,-73.5917825,4.0,1910.0,residential,258.0,3.0,22.5
45.520017,-73.59186700000002,3.0,1910.0,residential,259.0,3.0,22.5
45.5200797,-73.59197019999998,2.0,1910.0,residential,260.0,3.0,22.5
45.52008350000001,-73.59209759999997,2.0,1910.0,residential,261.0,3.0,22.5
45.5201456,-73.5921777,3.0,1910.0,residential,261.0,3.0,22.5
45.5201816,-73.592221,3.0,1910.0,residential,262.0,3.0,22.5
45.5202196,-73.5923362,3.0,1910.0,residential,263.0,3.0,22.5
45.5202636,-73.5924108,3.0,1910.0,residential,264.0,3.0,22.5
45.5206506,-73.5936365,5.0,1910.0,residential,319.0,3.0,22.5
45.52075720000001,-73.5937402,3.0,1910.0,residential,314.0,3.0,22.5
45.5210352,-73.59424059999998,3.0,1910.0,residential,346.0,3.0,22.5
45.521391,-73.593458,3.0,1910.0,residential,249.0,3.0,22.5
45.5214194,-73.59333120000002,3.0,1910.0,residential,245.0,3.0,22.5
45.521332,-73.59333000000002,3.0,1910.0,residential,247.0,3.0,22.5
45.5212067,-73.5929341,3.0,1910.0,residential,331.0,3.0,22.5
45.52059600000001,-73.59170290000002,3.0,1910.0,residential,223.0,3.0,22.5
45.520633,-73.59162669999998,3.0,1910.0,residential,223.0,3.0,22.5
45.5205259,-73.591576,3.0,1910.0,residential,279.0,3.0,22.5
45.520491,-73.59148789999998,3.0,1910.0,residential,279.0,3.0,22.5
45.5198449,-73.590076,3.0,1910.0,residential,265.0,3.0,22.5
45.519737,-73.589843,3.0,1910.0,residential,265.0,3.0,22.5
45.519701,-73.58975600000002,3.0,1910.0,residential,265.0,3.0,22.5
45.519664,-73.589681,3.0,1910.0,residential,221.0,3.0,22.5
45.5196309,-73.58961500000002,3.0,1910.0,residential,221.0,3.0,22.5
45.519568,-73.58946999999998,3.0,1910.0,residential,221.0,3.0,22.5
45.51953899999999,-73.58940600000003,3.0,1910.0,residential,221.0,3.0,22.5
45.519509,-73.58933499999998,3.0,1910.0,residential,221.0,3.0,22.5
45.5194789,-73.58926,2.0,1910.0,residential,265.0,2.0,15.0
45.51944599999999,-73.58918,3.0,1910.0,residential,265.0,3.0,22.5
45.519409,-73.589091,2.0,1910.0,residential,221.0,3.0,22.5
45.519378,-73.5890391,3.0,1910.0,residential,221.0,3.0,22.5
45.5193763,-73.5889266,2.0,1910.0,residential,221.0,2.0,15.0
45.519315,-73.588898,2.0,1900.0,residential,221.0,2.0,15.0
45.519279,-73.588821,2.0,1910.0,residential,221.0,2.0,15.0
45.51925199999999,-73.588757,3.0,1910.0,residential,265.0,3.0,22.5
45.519216,-73.588667,3.0,1910.0,residential,221.0,3.0,22.5
45.5192495,-73.5885854,3.0,1910.0,residential,265.0,3.0,22.5
45.519149,-73.5885101,3.0,1910.0,residential,265.0,3.0,22.5
45.519113,-73.58842790000001,3.0,1910.0,residential,265.0,3.0,22.5
45.519079,-73.588351,3.0,1910.0,residential,265.0,3.0,22.5
45.519044,-73.588261,10.0,1965.0,residential,265.0,3.0,22.5
45.51897020000001,-73.5882113,2.0,1910.0,residential,265.0,3.0,22.5
45.5191842,-73.58776230000002,15.0,1929.0,residential,282.0,3.0,22.5
45.5198869,-73.58921769999998,3.0,1910.0,residential,240.0,3.0,22.5
45.519946,-73.589232,3.0,1910.0,residential,225.0,3.0,22.5
45.51997799999999,-73.5893047,3.0,1910.0,residential,225.0,3.0,22.5
45.520017,-73.589382,3.0,1910.0,residential,236.0,3.0,22.5
45.520051,-73.589449,3.0,1910.0,residential,240.0,3.0,22.5
45.520095,-73.589539,3.0,1910.0,residential,240.0,3.0,22.5
45.520114,-73.5896733,3.0,1910.0,residential,240.0,3.0,22.5
45.5201084,-73.5897131,8.0,1910.0,residential,240.0,3.0,22.5
45.520162,-73.58979140000002,3.0,1910.0,residential,240.0,3.0,22.5
45.52023250000001,-73.5898392,3.0,1910.0,residential,240.0,3.0,22.5
45.5202202,-73.58997020000002,3.0,1910.0,residential,236.0,3.0,22.5
45.52029829999999,-73.590074,6.0,1900.0,residential,412.0,3.0,22.5
45.52034200000001,-73.590198,6.0,1910.0,residential,339.0,3.0,22.5
45.5204785,-73.59049089999998,7.0,1910.0,residential,475.0,3.0,22.5
45.5205292,-73.59062220000001,3.0,1910.0,residential,247.0,2.0,15.0
45.5205866,-73.5907088,3.0,1910.0,residential,228.0,3.0,22.5
45.520641,-73.59075,3.0,1910.0,residential,208.0,3.0,22.5
45.5206548,-73.5908249,3.0,1910.0,residential,205.0,3.0,22.5
45.520701,-73.590887,3.0,1910.0,residential,206.0,3.0,22.5
45.5206665,-73.59093039999998,3.0,1910.0,residential,206.0,3.0,22.5
45.520745,-73.59098600000002,3.0,1910.0,residential,206.0,3.0,22.5
45.52077600000001,-73.59105,3.0,1910.0,residential,206.0,3.0,22.5
45.520805,-73.591122,3.0,1910.0,residential,241.0,3.0,22.5
45.520841,-73.591207,3.0,1910.0,residential,241.0,3.0,22.5
45.520879,-73.59128100000002,3.0,1910.0,residential,227.0,3.0,22.5
45.5208896,-73.5914184,3.0,1910.0,residential,228.0,3.0,22.5
45.52094,-73.59143499999998,3.0,1910.0,residential,228.0,3.0,22.5
45.520973,-73.59151299999998,3.0,1910.0,residential,241.0,3.0,22.5
45.5209938,-73.5916577,3.0,1910.0,residential,242.0,3.0,22.5
45.521013,-73.59171289999998,3.0,1910.0,residential,242.0,3.0,22.5
45.52107609999999,-73.5918205,3.0,1910.0,residential,242.0,3.0,22.5
45.5215685,-73.5927955,3.0,1900.0,residential,249.0,3.0,22.5
45.52154270000001,-73.5928804,3.0,1900.0,residential,290.0,3.0,22.5
45.52166879999999,-73.59310359999998,3.0,1910.0,residential,291.0,3.0,22.5
45.52172600000001,-73.59315,3.0,1910.0,residential,308.0,3.0,22.5
45.52165189999999,-73.59343940000002,3.0,1910.0,residential,212.0,3.0,22.5
45.5217608,-73.59337099999998,3.0,1910.0,residential,216.0,3.0,22.5
45.5224879,-73.5928038,15.0,1983.0,residential,714.0,3.0,22.5
45.52218060000001,-73.5927995,1.0,1910.0,residential,85.0,1.0,7.5
45.522136,-73.59282900000002,1.0,1910.0,residential,85.0,1.0,7.5
45.5221159,-73.592792,1.0,1910.0,residential,85.0,1.0,7.5
45.5220852,-73.59260490000001,3.0,1910.0,residential,239.0,3.0,22.5
45.5220213,-73.59241800000002,3.0,1910.0,residential,239.0,3.0,22.5
45.521949,-73.5923959,2.0,1910.0,residential,249.0,2.0,15.0
45.521508,-73.59146199999998,3.0,1910.0,residential,318.0,2.0,15.0
45.5214499,-73.59137539999998,14.0,1915.0,residential,398.0,3.0,22.5
45.52140439999999,-73.5911793,2.0,1910.0,residential,239.0,2.0,15.0
45.5213081,-73.59094509999998,2.0,1910.0,residential,219.0,3.0,22.5
45.5212519,-73.590946,3.0,1910.0,residential,219.0,3.0,22.5
45.52118400000001,-73.59079799999998,3.0,1910.0,residential,219.0,3.0,22.5
45.521149,-73.59072590000002,3.0,1900.0,residential,219.0,3.0,22.5
45.5211469,-73.59061910000001,3.0,1910.0,residential,219.0,3.0,22.5
45.5211225,-73.5905143,3.0,1910.0,residential,209.0,3.0,22.5
45.521024,-73.59044109999998,3.0,1910.0,residential,209.0,3.0,22.5
45.5209339,-73.590225,3.0,1910.0,residential,239.0,3.0,22.5
45.5208901,-73.5900059,8.0,1910.0,residential,477.0,3.0,22.5
45.52060170000001,-73.5895184,1.0,1900.0,residential,477.0,2.0,15.0
45.520577,-73.5894371,2.0,1900.0,residential,239.0,2.0,15.0
45.520548,-73.58936,3.0,1900.0,residential,239.0,3.0,22.5
45.5205411,-73.58921219999998,3.0,1900.0,residential,239.0,3.0,22.5
45.520477,-73.589241,3.0,1900.0,residential,239.0,3.0,22.5
45.520431,-73.58910399999998,3.0,1900.0,residential,239.0,3.0,22.5
45.5204238,-73.58903690000002,3.0,1900.0,residential,239.0,3.0,22.5
45.520361,-73.588966,2.0,1900.0,residential,224.0,2.0,15.0
45.520324,-73.588898,2.0,1900.0,residential,224.0,2.0,15.0
45.5203265,-73.5887777,2.0,1900.0,residential,239.0,2.0,15.0
45.5202023,-73.5884887,3.0,1900.0,residential,239.0,3.0,22.5
45.520111,-73.5884131,2.0,1900.0,residential,239.0,2.0,15.0
45.5200964,-73.5882934,7.0,1944.0,residential,239.0,3.0,22.5
45.52006,-73.588247,3.0,1930.0,residential,179.0,3.0,22.5
45.520008,-73.58818699999998,7.0,1930.0,residential,318.0,3.0,22.5
45.51986220000001,-73.58816019999998,16.0,1928.0,residential,497.0,3.0,22.5
45.5198338,-73.58796749999998,12.0,1931.0,residential,497.0,3.0,22.5
45.520224,-73.58786490000001,6.0,1928.0,residential,273.0,3.0,22.5
45.52027800000001,-73.58797799999998,6.0,1928.0,residential,273.0,3.0,22.5
45.5202939,-73.5880964,6.0,1928.0,residential,273.0,3.0,22.5
45.5203247,-73.58821979999998,8.0,1928.0,residential,249.0,3.0,22.5
45.520404,-73.588273,3.0,1928.0,residential,144.0,3.0,22.5
45.52039620000001,-73.58839959999997,6.0,1929.0,residential,251.0,3.0,22.5
45.5204343,-73.5884858,3.0,1928.0,residential,145.0,3.0,22.5
45.52064499999999,-73.588796,3.0,1910.0,residential,172.0,3.0,22.5
45.520679,-73.58886799999998,3.0,1910.0,residential,171.0,3.0,22.5
45.520717,-73.58893559999999,3.0,1910.0,residential,168.0,3.0,22.5
45.520746,-73.58900299999998,3.0,1910.0,residential,168.0,3.0,22.5
45.520779,-73.589079,6.0,1926.0,residential,389.0,3.0,22.5
45.521227,-73.590041,3.0,1910.0,residential,198.0,3.0,22.5
45.52127369999999,-73.5901592,3.0,1910.0,residential,188.0,3.0,22.5
45.5212636,-73.59022,3.0,1910.0,residential,186.0,3.0,22.5
45.521268,-73.59027379999998,3.0,1910.0,residential,184.0,3.0,22.5
45.5213589,-73.59031399999998,3.0,1910.0,residential,185.0,3.0,22.5
45.5213305,-73.5904204,3.0,1910.0,residential,174.0,3.0,22.5
45.521437,-73.59049399999998,6.0,1910.0,residential,253.0,3.0,22.5
45.521488,-73.590604,4.0,1910.0,residential,382.0,2.0,15.0
45.5215336,-73.5907603,3.0,1910.0,residential,182.0,3.0,22.5
45.52157800000001,-73.59079190000001,3.0,1910.0,residential,179.0,3.0,22.5
45.521606,-73.590856,3.0,1910.0,residential,177.0,3.0,22.5
45.521638,-73.59093100000003,3.0,1910.0,residential,216.0,3.0,22.5
45.521658,-73.591076,6.0,1900.0,residential,217.0,3.0,22.5
45.522854,-73.59276190000001,2.0,1880.0,residential,301.0,3.0,22.5
45.5227221,-73.59245250000002,2.0,1910.0,residential,152.0,1.0,7.5
45.5227307,-73.59237279999998,4.0,1950.0,residential,153.0,3.0,22.5
45.5225318,-73.5921142,6.0,1984.0,residential,498.0,3.0,22.5
45.52194160000001,-73.59059930000002,2.0,1900.0,residential,206.0,3.0,22.5
45.52108320000001,-73.58882309999998,1.0,1910.0,residential,286.0,2.0,15.0
45.5209,-73.588808,7.0,1910.0,residential,283.0,2.0,15.0
45.5207651,-73.58758929999998,2.0,1900.0,residential,246.0,3.0,22.5
45.5208917,-73.58780379999997,4.0,1900.0,residential,308.0,2.0,15.0
45.52101709999999,-73.58793100000003,4.0,1900.0,residential,317.0,3.0,22.5
45.521203,-73.588387,7.0,1910.0,residential,307.0,3.0,22.5
45.5212276,-73.58852979999998,5.0,1900.0,residential,299.0,3.0,22.5
45.5219966,-73.5902416,3.0,1885.0,residential,298.0,3.0,22.5
45.52250069999999,-73.59026259999997,7.0,1885.0,residential,332.0,3.0,22.5
45.5224153,-73.5900728,4.0,1910.0,residential,327.0,2.0,15.0
45.5223546,-73.58994109999998,1.0,1930.0,residential,332.0,2.0,15.0
45.52198809999999,-73.5891918,5.0,1911.0,residential,340.0,3.0,22.5
45.521475,-73.588133,2.0,1921.0,residential,361.0,2.0,15.0
45.5214057,-73.5879231,6.0,1885.0,residential,330.0,3.0,22.5
45.521358,-73.58789,2.0,1900.0,residential,321.0,2.0,15.0
45.52126699999999,-73.58775,6.0,1965.0,residential,311.0,3.0,22.5
45.52121169999999,-73.5876487,6.0,1965.0,residential,311.0,3.0,22.5
45.52115560000001,-73.5875247,7.0,1987.0,residential,312.0,3.0,22.5
45.5210407,-73.58703879999999,5.0,1900.0,residential,329.0,3.0,22.5
45.520879,-73.586215,6.0,1900.0,residential,211.0,3.0,22.5
45.5210034,-73.58657600000002,5.0,1885.0,residential,345.0,3.0,22.5
45.52103289999999,-73.5866954,2.0,1885.0,residential,173.0,2.0,15.0
45.5210969,-73.58680670000003,1.0,1885.0,residential,173.0,2.0,15.0
45.5211321,-73.58684079999998,3.0,1915.0,residential,177.0,3.0,22.5
45.52117370000001,-73.5868835,3.0,1915.0,residential,169.0,3.0,22.5
45.5212593,-73.58695449999998,5.0,1973.0,residential,345.0,3.0,22.5
45.52127700000001,-73.587087,3.0,1900.0,residential,347.0,3.0,22.5
45.52144000000001,-73.58744200000002,1.0,1957.0,residential,173.0,2.0,15.0
45.5214565,-73.58756919999998,2.0,1979.0,residential,345.0,2.0,15.0
45.52159,-73.587751,15.0,1973.0,residential,1036.0,3.0,22.5
45.5217426,-73.5882273,9.0,1910.0,residential,345.0,3.0,22.5
45.5217994,-73.5883781,3.0,1915.0,residential,173.0,3.0,22.5
45.521873600000006,-73.588452,3.0,1915.0,residential,173.0,3.0,22.5
45.5219767,-73.58871119999998,2.0,1885.0,residential,221.0,2.0,15.0
45.5222088,-73.58856870000002,8.0,1900.0,residential,345.0,2.0,15.0
45.5222502,-73.5882905,1.0,1910.0,residential,173.0,2.0,15.0
45.5222473,-73.5881042,2.0,1900.0,residential,173.0,2.0,15.0
45.5221862,-73.58801640000001,2.0,1957.0,residential,173.0,2.0,15.0
45.5221374,-73.58797990000002,2.0,1885.0,residential,173.0,2.0,15.0
45.52209819999999,-73.58789370000002,1.0,1914.0,residential,173.0,2.0,15.0
45.522109,-73.5878441,2.0,1910.0,residential,171.0,2.0,15.0
45.5220186,-73.5877734,1.0,1910.0,residential,174.0,2.0,15.0
45.5218843,-73.58744349999998,12.0,1973.0,residential,1036.0,3.0,22.5
45.5218638,-73.58728330000002,2.0,1900.0,residential,175.0,2.0,15.0
45.5218093,-73.5871796,2.0,1900.0,residential,171.0,2.0,15.0
45.5217574,-73.58714640000002,2.0,1900.0,residential,172.0,2.0,15.0
45.52174489999999,-73.5870357,2.0,1900.0,residential,172.0,2.0,15.0
45.5217163,-73.58699039999998,3.0,1926.0,residential,173.0,3.0,22.5
45.5217014,-73.58694609999998,2.0,1926.0,residential,172.0,3.0,22.5
45.5215946,-73.58678929999998,6.0,1885.0,residential,346.0,2.0,15.0
45.5215443,-73.5866084,4.0,1900.0,residential,345.0,2.0,15.0
45.521457,-73.58659589999998,1.0,1885.0,residential,345.0,2.0,15.0
45.52142420000001,-73.5864155,3.0,1885.0,residential,173.0,3.0,22.5
45.5213917,-73.5863443,3.0,1885.0,residential,173.0,3.0,22.5
45.52131,-73.5863684,17.0,1958.0,residential,345.0,3.0,22.5
45.521233,-73.5862306,17.0,1958.0,residential,345.0,3.0,22.5
45.5215724,-73.5860515,2.0,1885.0,residential,173.0,2.0,15.0
45.52156189999999,-73.58617840000002,2.0,1885.0,residential,173.0,2.0,15.0
45.52156069999999,-73.58626890000002,4.0,1885.0,residential,345.0,2.0,15.0
45.5216411,-73.58640820000002,1.0,1885.0,residential,170.0,2.0,15.0
45.5216567,-73.5864186,2.0,1885.0,residential,176.0,2.0,15.0
45.52168160000001,-73.5864899,2.0,1898.0,residential,173.0,2.0,15.0
45.5217384,-73.5866072,1.0,1885.0,residential,171.0,2.0,15.0
45.5218071,-73.5866333,1.0,1885.0,residential,174.0,2.0,15.0
45.52179779999999,-73.5867322,1.0,1885.0,residential,173.0,2.0,15.0
45.5218181,-73.58677440000002,4.0,1885.0,residential,345.0,2.0,15.0
45.5219146,-73.58692359999998,1.0,1885.0,residential,163.0,2.0,15.0
45.5219896,-73.58716940000002,2.0,1900.0,residential,182.0,2.0,15.0
45.5219448,-73.58705909999998,7.0,1885.0,residential,345.0,2.0,15.0
45.5221768,-73.58745449999998,2.0,1900.0,residential,200.0,2.0,15.0
45.5221891,-73.58756329999999,1.0,1900.0,residential,144.0,2.0,15.0
45.5222631,-73.58760799999997,1.0,1900.0,residential,173.0,2.0,15.0
45.5222474,-73.5876767,2.0,1900.0,residential,173.0,2.0,15.0
45.5222883,-73.5877912,3.0,1885.0,residential,345.0,2.0,15.0
45.5224696,-73.5881646,4.0,1880.0,residential,243.0,2.0,15.0
45.5226542,-73.58855720000003,3.0,1900.0,residential,175.0,3.0,22.5
45.52272650000001,-73.588616,3.0,1900.0,residential,171.0,3.0,22.5
45.522734,-73.58878299999998,6.0,1900.0,residential,285.0,3.0,22.5
45.52355,-73.589598,6.0,1910.0,residential,258.0,3.0,22.5
45.5234285,-73.58896779999998,2.0,1900.0,residential,142.0,2.0,15.0
45.523196,-73.588664,1.0,1910.0,residential,113.0,2.0,15.0
45.5230804,-73.5883138,2.0,1900.0,residential,345.0,2.0,15.0
45.5228012,-73.58782740000002,2.0,1900.0,residential,345.0,2.0,15.0
45.522771,-73.587802,2.0,1900.0,residential,173.0,2.0,15.0
45.522744,-73.58771290000001,2.0,1900.0,residential,173.0,2.0,15.0
45.5227091,-73.58757279999998,2.0,1985.0,residential,345.0,2.0,15.0
45.5226855,-73.58749509999998,2.0,1900.0,residential,146.0,2.0,15.0
45.5226102,-73.5874249,1.0,1900.0,residential,199.0,2.0,15.0
45.5225625,-73.58726970000002,4.0,1900.0,residential,345.0,2.0,15.0
45.522493,-73.587164,4.0,1900.0,residential,345.0,2.0,15.0
45.522436,-73.58696499999998,4.0,1900.0,residential,345.0,2.0,15.0
45.52239,-73.586961,2.0,1900.0,residential,224.0,2.0,15.0
45.52237,-73.586883,1.0,2013.0,residential,127.0,2.0,15.0
45.522372,-73.58678340000002,1.0,1900.0,residential,189.0,2.0,15.0
45.522318,-73.58669920000001,1.0,1900.0,residential,165.0,2.0,15.0
45.522265,-73.58667700000002,2.0,1910.0,residential,165.0,2.0,15.0
45.5222277,-73.58657339999998,1.0,1910.0,residential,175.0,2.0,15.0
45.5222355,-73.5864946,2.0,1900.0,residential,157.0,2.0,15.0
45.5222033,-73.58639759999998,2.0,1900.0,residential,173.0,2.0,15.0
45.52216060000001,-73.5863155,3.0,1885.0,residential,345.0,2.0,15.0
45.522064,-73.586264,2.0,1885.0,residential,181.0,2.0,15.0
45.522025,-73.58620400000002,2.0,1900.0,residential,164.0,2.0,15.0
45.5220418,-73.5861182,2.0,1900.0,residential,173.0,2.0,15.0
45.521975,-73.58605209999997,2.0,1900.0,residential,173.0,2.0,15.0
45.5219059,-73.58577640000001,2.0,1900.0,residential,173.0,2.0,15.0
45.5218628,-73.5857455,2.0,1900.0,residential,173.0,2.0,15.0
45.5218052,-73.58557990000001,4.0,1900.0,residential,314.0,2.0,15.0
45.5218828,-73.58544619999998,5.0,1900.0,residential,242.0,2.0,15.0
45.522053,-73.585574,2.0,1900.0,residential,173.0,2.0,15.0
45.5220662,-73.58569440000002,2.0,1900.0,residential,173.0,2.0,15.0
45.5221127,-73.5857358,6.0,1900.0,residential,345.0,3.0,22.5
45.52223400000001,-73.585864,6.0,1900.0,residential,345.0,3.0,22.5
45.5223,-73.58616490000001,5.0,1928.0,residential,230.0,3.0,22.5
45.5223698,-73.5862503,5.0,1928.0,residential,230.0,3.0,22.5
45.522433,-73.586311,5.0,1928.0,residential,230.0,3.0,22.5
45.52245,-73.586411,1.0,1910.0,residential,173.0,2.0,15.0
45.52248059999999,-73.586499,1.0,1910.0,residential,173.0,2.0,15.0
45.522638,-73.58644799999998,2.0,1910.0,residential,107.0,2.0,15.0
45.52259400000001,-73.58672609999998,4.0,1900.0,residential,345.0,2.0,15.0
45.5226018,-73.5869065,3.0,1900.0,residential,345.0,2.0,15.0
45.5227,-73.5869699,3.0,1900.0,residential,173.0,3.0,22.5
45.5227144,-73.5870738,2.0,1900.0,residential,173.0,2.0,15.0
45.5227093,-73.5871046,1.0,1900.0,residential,173.0,2.0,15.0
45.5227797,-73.5872069,2.0,1900.0,residential,173.0,2.0,15.0
45.5228032,-73.5872579,2.0,1910.0,residential,173.0,2.0,15.0
45.52285,-73.587321,1.0,1910.0,residential,173.0,2.0,15.0
45.5228468,-73.5874403,1.0,1900.0,residential,174.0,2.0,15.0
45.522898,-73.587496,2.0,1900.0,residential,171.0,2.0,15.0
45.5229367,-73.5875642,1.0,1900.0,residential,345.0,2.0,15.0
45.52302299999999,-73.58771290000001,6.0,1885.0,residential,217.0,2.0,15.0
45.523157,-73.5879534,7.0,1964.0,residential,345.0,2.0,15.0
45.523257,-73.588225,2.0,1885.0,residential,146.0,2.0,15.0
45.5233006,-73.58829469999998,2.0,1885.0,residential,146.0,2.0,15.0
45.5233011,-73.58845290000002,1.0,1900.0,residential,107.0,2.0,15.0
45.5233979,-73.58859790000002,2.0,1910.0,residential,104.0,2.0,15.0
45.523446,-73.588623,1.0,1910.0,residential,110.0,2.0,15.0
45.5234397,-73.58871350000003,2.0,1932.0,residential,110.0,2.0,15.0
45.523542,-73.588976,3.0,1910.0,residential,119.0,3.0,22.5
45.52363099999999,-73.58903699999998,3.0,1910.0,residential,143.0,3.0,22.5
45.523671,-73.589128,3.0,1910.0,residential,141.0,3.0,22.5
45.523716,-73.589225,3.0,1910.0,residential,120.0,3.0,22.5
45.5242879,-73.5905377,1.0,1900.0,residential,179.0,2.0,15.0
45.52435,-73.59057,2.0,1900.0,residential,179.0,2.0,15.0
