,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
0,ROOFTOP,"215 Rue de la Commune O, Montréal, QC H2Y 3W8, Canada",ChIJRdS7aFgayUwRSmkpih97T78,"215 rue de la Commune Ouest  (MTL), Montreal,Canada",45.5019987,-73.553966,1,H2Y 3W8,OK,street_address
1,ROOFTOP,"1015 Rue St-Alexandre, Montréal, QC H2Z 1N9, Canada",ChIJo70z-1oayUwRrdB5G3G_8Z8,"1015 rue Saint-Alexandre  (MTL), Montreal,Canada",45.5030523,-73.562862,1,H2Z 1N9,OK,street_address
2,ROOFTOP,"221 Rue de la Commune O, Montréal, QC H2Y 2C9, Canada",ChIJuyKCaFgayUwRf8vYQD_y1Yo,"221 rue de la Commune Ouest  (MTL), Montreal,Canada",45.5018286,-73.5539479,1,H2Y 2C9,OK,street_address
3,ROOFTOP,"321 Rue de la Commune O, Montréal, QC H2Y 2E1, Canada",ChIJdRtkJ_YayUwRGbxEcccJjVY,"321 rue de la Commune Ouest  (MTL), Montreal,Canada",45.5006979,-73.5536529,1,H2Y 2E1,OK,street_address
4,ROOFTOP,"1101 Rue St-Alexandre, Montréal, QC H2Z 1P8, Canada",ChIJJUFaNUUayUwRnkW4qJ5fmwU,"1101 rue Saint-Alexandre  (MTL), Montreal,Canada",45.5041243,-73.5648195,1,H2Z 1P8,OK,street_address
5,ROOFTOP,"357 Rue de la Commune O, Montréal, QC H2Y 2E2, Canada",ChIJB4f5GfYayUwRN_wI_Drj6j0,"357 rue de la Commune Ouest  (MTL), Montreal,Canada",45.49970649999999,-73.5532167,1,H2Y 2E2,OK,street_address
6,ROOFTOP,"1407 Rue St-Alexandre, Montréal, QC J3V 6H1, Canada",ChIJU8g6hkUayUwR3-nEe0aVH1s,"1407 rue Saint-Alexandre  (MTL), Montreal,Canada",45.50561769999999,-73.5679875,1,J3V 6H1,OK,premise
7,ROOFTOP,"1425 Rue St-Alexandre, Montréal, QC H3A 2G6, Canada",ChIJLTmNiEUayUwRE1YRRlw7ric,"1425 rue Saint-Alexandre  (MTL), Montreal,Canada",45.5056642,-73.5681384,1,H3A 2G6,OK,street_address
8,ROOFTOP,"131 Rue du Port, Montréal, QC H2Y 2N9, Canada",ChIJe8x4XVgayUwRA9JQI9u5sKE,"131 rue du Port  (MTL), Montreal,Canada",45.501861,-73.554396,1,H2Y 2N9,OK,street_address
9,ROOFTOP,"400 Rue Dowd, Montréal, QC H2Z 1B7, Canada",ChIJ4Uz3t1oayUwRY01xt_-CnRo,"400 rue Dowd  (MTL), Montreal,Canada",45.50406599999999,-73.563982,1,H2Z 1B7,OK,street_address
10,ROOFTOP,"204 Place d'Youville, Montréal, QC H2Y 2B4, Canada",ChIJL0LlQ1gayUwRsIbV7i7tztE,"204 place D'Youville  (MTL), Montreal,Canada",45.50228629999999,-73.5544783,1,H2Y 2B4,OK,street_address
11,ROOFTOP,"371 Rue Dowd, Montréal, QC H2Z 1B6, Canada",ChIJv_0KsVoayUwRS39IsQaP4n4,"371 rue Dowd  (MTL), Montreal,Canada",45.504475,-73.56401799999999,1,H2Z 1B6,OK,street_address
12,ROOFTOP,"224 Place d'Youville, Montréal, QC H2Y 2B4, Canada",ChIJaTOzXFgayUwRbUgW4TCZYlo,"224 place D'Youville  (MTL), Montreal,Canada",45.5020379,-73.5546131,1,H2Y 2B4,OK,street_address
13,ROOFTOP,"3421 Rue Durocher, Montréal, QC H2X 2B4, Canada",ChIJ8buYgEgayUwRABG_-9ww7dA,"3421 rue Durocher  (MTL), Montreal,Canada",45.5074511,-73.5727216,1,H2X 2B4,OK,street_address
14,ROOFTOP,"3433 Rue Durocher, Montréal, QC H2X 2C8, Canada",ChIJCw4kYUgayUwRPilm0adMgeM,"3433 rue Durocher  (MTL), Montreal,Canada",45.5076145,-73.573094,1,H2X 2C8,OK,street_address
15,ROOFTOP,"203 Place d'Youville, Montréal, QC H2Y 2B3, Canada",ChIJdRFST1gayUwRRe6604IyhVc,"203 place D'Youville  (MTL), Montreal,Canada",45.50236140000001,-73.5550116,1,H2Y 2B3,OK,premise
16,ROOFTOP,"3455 Durocher, Montréal, QC H2X 2C9, Canada",ChIJcZk-Z0gayUwRshLmhtq8dbQ,"3455 rue Durocher  (MTL), Montreal,Canada",45.50770139999999,-73.57327529999999,1,H2X 2C9,OK,premise
17,ROOFTOP,"203 Place d'Youville, Montréal, QC H2Y 2B3, Canada",ChIJdRFST1gayUwRRe6604IyhVc,"203 place D'Youville  (MTL), Montreal,Canada",45.50236140000001,-73.5550116,1,H2Y 2B3,OK,premise
18,ROOFTOP,"203 Place d'Youville, Montréal, QC H2Y 2B3, Canada",ChIJdRFST1gayUwRRe6604IyhVc,"203 place D'Youville  (MTL), Montreal,Canada",45.50236140000001,-73.5550116,1,H2Y 2B3,OK,premise
19,ROOFTOP,"3475 Rue Durocher, Montréal, QC H2X 2C6, Canada",ChIJ58MRP0gayUwR2NGjzg_MDDw,"3475 rue Durocher  (MTL), Montreal,Canada",45.5081768,-73.5741929,1,H2X 2C6,OK,street_address
20,ROOFTOP,"206 Rue Saint-Paul O, Montréal, QC H2Y 1Z9, Canada",ChIJPVXbS1gayUwR5l07E9Zhr54,"206 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.502534,-73.55528,1,H2Y 1Z9,OK,street_address
21,ROOFTOP,"3489 Rue Durocher, Montréal, QC H2X 2C6, Canada",ChIJ-7-bPkgayUwR0UL2MsfavaE,"3489 rue Durocher  (MTL), Montreal,Canada",45.508194,-73.5744699,1,H2X 2C6,OK,street_address
22,ROOFTOP,"206 Rue Saint-Paul O, Montréal, QC H2Y 1Z9, Canada",ChIJPVXbS1gayUwR5l07E9Zhr54,"206 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.502534,-73.55528,1,H2Y 1Z9,OK,street_address
23,ROOFTOP,"3491 Rue Durocher, Montréal, QC H2X 2C6, Canada",ChIJQ9ymPkgayUwRBDhLVvckNHA,"3491 rue Durocher  (MTL), Montreal,Canada",45.5082392,-73.57446089999999,2,H2X 2C6,OK,street_address
24,ROOFTOP,"3487 Rue Durocher, Montréal, QC H2X 2C6, Canada",ChIJL8fzPkgayUwRiJ2i3dCBRBI,"3487 rue Durocher  (MTL), Montreal,Canada",45.5081567,-73.5743998,1,H2X 2C6,OK,street_address
25,ROOFTOP,"3491 Rue Durocher, Montréal, QC H2X 2C6, Canada",ChIJQ9ymPkgayUwRBDhLVvckNHA,"3491 rue Durocher  (MTL), Montreal,Canada",45.5082392,-73.57446089999999,2,H2X 2C6,OK,street_address
26,ROOFTOP,"203 Place d'Youville, Montréal, QC H2Y 2B3, Canada",ChIJdRFST1gayUwRRe6604IyhVc,"203 place D'Youville  (MTL), Montreal,Canada",45.50236140000001,-73.5550116,1,H2Y 2B3,OK,premise
27,ROOFTOP,"3487 Rue Durocher, Montréal, QC H2X 2C6, Canada",ChIJL8fzPkgayUwRiJ2i3dCBRBI,"3487 rue Durocher  (MTL), Montreal,Canada",45.5081567,-73.5743998,1,H2X 2C6,OK,street_address
28,RANGE_INTERPOLATED,"356 Rue Saint-François-Xavier, Montréal, QC H2Y, Canada",EjUzNTYgUnVlIFNhaW50LUZyYW7Dp29pcy1YYXZpZXIsIE1vbnRyw6lhbCwgUUMsIENhbmFkYSIbEhkKFAoSCUGu9klYGslMEZndc_nOtoogEOQC,"356 rue Saint-François-Xavier  (MTL), Montreal,Canada",45.50259579999999,-73.5551162,1,H2Y,OK,street_address
29,ROOFTOP,"3491 Rue Durocher, Montréal, QC H2X 2C6, Canada",ChIJQ9ymPkgayUwRBDhLVvckNHA,"3491 rue Durocher  (MTL), Montreal,Canada",45.5082392,-73.57446089999999,2,H2X 2C6,OK,street_address
30,ROOFTOP,"216 Rue Saint-Paul O, Montréal, QC H2Y 1Z9, Canada",ChIJ960cTFgayUwRi0vgTyC_dN4,"216 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.502407,-73.5553259,1,H2Y 1Z9,OK,street_address
31,ROOFTOP,"285 Place d'Youville, Montréal, QC H2Y 2A4, Canada",ChIJ6fZ3V1gayUwRF5d994NEU-I,"285 place D'Youville  (MTL), Montreal,Canada",45.5016974,-73.5553566,1,H2Y 2A4,OK,street_address
32,ROOFTOP,"3515 Rue Durocher, Montréal, QC H2X 2E7, Canada",ChIJnxCWJUgayUwRcukcwC1QD8M,"3515 rue Durocher  (MTL), Montreal,Canada",45.508596,-73.574968,1,H2X 2E7,OK,street_address
33,ROOFTOP,"285 Place d'Youville, Montréal, QC H2Y 2A4, Canada",ChIJ6fZ3V1gayUwRF5d994NEU-I,"285 place D'Youville  (MTL), Montreal,Canada",45.5016974,-73.5553566,1,H2Y 2A4,OK,street_address
34,ROOFTOP,"3535 Durocher, Montréal, QC H2X 2E7, Canada",ChIJXeQE2DcayUwRkBk9QnIUAsc,"3535 rue Durocher  (MTL), Montreal,Canada",45.5087196,-73.5754925,1,H2X 2E7,OK,street_address
35,ROOFTOP,"285 Place d'Youville, Montréal, QC H2Y 2A4, Canada",ChIJ6fZ3V1gayUwRF5d994NEU-I,"285 place D'Youville  (MTL), Montreal,Canada",45.5016974,-73.5553566,1,H2Y 2A4,OK,street_address
36,ROOFTOP,"3547 Rue Durocher, Montréal, QC H2X 2E7, Canada",ChIJVQhP1zcayUwRoSxL_mv60FA,"3547 rue Durocher  (MTL), Montreal,Canada",45.5088334,-73.5757575,1,H2X 2E7,OK,street_address
37,ROOFTOP,"285 Place d'Youville, Montréal, QC H2Y 2A4, Canada",ChIJ6fZ3V1gayUwRF5d994NEU-I,"285 place D'Youville  (MTL), Montreal,Canada",45.5016974,-73.5553566,1,H2Y 2A4,OK,street_address
38,ROOFTOP,"3553 Rue Durocher, Montréal, QC H2X 2E7, Canada",ChIJ1fhK1zcayUwRrbRYHjopDHA,"3553 rue Durocher  (MTL), Montreal,Canada",45.5088556,-73.5757754,1,H2X 2E7,OK,street_address
39,ROOFTOP,"3561 Rue Durocher, Montréal, QC H2X 2E7, Canada",ChIJ8wZY0DcayUwRCRLW51wkdAw,"3561 rue Durocher  (MTL), Montreal,Canada",45.5089266,-73.5759563,1,H2X 2E7,OK,street_address
40,ROOFTOP,"285 Place d'Youville, Montréal, QC H2Y 2A4, Canada",ChIJ6fZ3V1gayUwRF5d994NEU-I,"285 place D'Youville  (MTL), Montreal,Canada",45.5016974,-73.5553566,1,H2Y 2A4,OK,street_address
41,ROOFTOP,"285 Place d'Youville, Montréal, QC H2Y 2A4, Canada",ChIJ6fZ3V1gayUwRF5d994NEU-I,"285 place D'Youville  (MTL), Montreal,Canada",45.5016974,-73.5553566,1,H2Y 2A4,OK,street_address
42,ROOFTOP,"3575 Rue Durocher, Montréal, QC H2X 2E7, Canada",ChIJpRohzjcayUwR7pZ_UPcYAcI,"3575 rue Durocher  (MTL), Montreal,Canada",45.5090519,-73.5761069,1,H2X 2E7,OK,street_address
43,ROOFTOP,"3575 Rue Durocher, Montréal, QC H2X 2E7, Canada",ChIJpRohzjcayUwR7pZ_UPcYAcI,"3575 rue Durocher  (MTL), Montreal,Canada",45.5090519,-73.5761069,1,H2X 2E7,OK,street_address
44,ROOFTOP,"3583 Rue Durocher, Montréal, QC H2X 2E7, Canada",ChIJNx6HzjcayUwRYUfyn4WuE3o,"3583 rue Durocher  (MTL), Montreal,Canada",45.509138,-73.576262,1,H2X 2E7,OK,street_address
45,ROOFTOP,"3583 Rue Durocher, Montréal, QC H2X 2E7, Canada",ChIJNx6HzjcayUwRYUfyn4WuE3o,"3583 rue Durocher  (MTL), Montreal,Canada",45.509138,-73.576262,1,H2X 2E7,OK,street_address
46,ROOFTOP,"3583 Rue Durocher, Montréal, QC H2X 2E7, Canada",ChIJNx6HzjcayUwRYUfyn4WuE3o,"3583 rue Durocher  (MTL), Montreal,Canada",45.509138,-73.576262,1,H2X 2E7,OK,street_address
47,ROOFTOP,"3615 Rue Durocher, Montréal, QC H2X 2E9, Canada",ChIJLVA5szcayUwREcTHZhAD34c,"3615 rue Durocher  (MTL), Montreal,Canada",45.5095457,-73.57718349999999,1,H2X 2E9,OK,street_address
48,ROOFTOP,"3619 Durocher, Montréal, QC H2X 2E9, Canada",ChIJ_Z_esjcayUwRF3m5u-3SEuY,"3619 rue Durocher  (MTL), Montreal,Canada",45.5095542,-73.5772862,1,H2X 2E9,OK,street_address
49,ROOFTOP,"3621 Rue Durocher, Montréal, QC H2X 2E9, Canada",ChIJ13bPsjcayUwRVHowHgMDwUk,"3621 rue Durocher  (MTL), Montreal,Canada",45.5095843,-73.5773093,1,H2X 2E9,OK,street_address
50,ROOFTOP,"3625 Durocher, Montréal, QC H2X 2E9, Canada",ChIJ6yGusjcayUwRBXUXnLCu-7A,"3625 rue Durocher  (MTL), Montreal,Canada",45.5096067,-73.5773873,1,H2X 2E9,OK,street_address
51,ROOFTOP,"3635 Durocher, Montréal, QC H2X 2E9, Canada",ChIJ4dcpUzYayUwRENWcVv7MaMk,"3635 rue Durocher  (MTL), Montreal,Canada",45.5096882,-73.5775999,1,H2X 2E9,OK,street_address
52,ROOFTOP,"3647 Durocher, Montréal, QC H2X 2E9, Canada",ChIJm6-AVDYayUwRcsr6Q270UAc,"3647 rue Durocher  (MTL), Montreal,Canada",45.5098896,-73.57771939999999,1,H2X 2E9,OK,street_address
53,ROOFTOP,"3649 Durocher, Montréal, QC H2X 2E9, Canada",ChIJoegU-TYayUwRGP7Mob_whOk,"3649 rue Durocher  (MTL), Montreal,Canada",45.5099714,-73.5779039,1,H2X 2E9,OK,premise
54,ROOFTOP,"3651 Rue Durocher, Montréal, QC H2X 1T3, Canada",ChIJrxdRqzcayUwRr1X_OprwOTI,"3651 rue Durocher  (MTL), Montreal,Canada",45.5098156,-73.57815269999999,1,H2X 1T3,OK,street_address
55,ROOFTOP,"285 Place d'Youville, Montréal, QC H2Y 2A4, Canada",ChIJ6fZ3V1gayUwRF5d994NEU-I,"285 place D'Youville  (MTL), Montreal,Canada",45.5016974,-73.5553566,1,H2Y 2A4,OK,street_address
56,ROOFTOP,"296 Rue Saint-Paul O, Montréal, QC H2Y 2B6, Canada",ChIJJ5-Q-FgayUwR1FsWwgNB-Y0,"296 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.5015495,-73.5556232,1,H2Y 2B6,OK,premise
57,ROOFTOP,"320 Rue Saint-Paul O, Montréal, QC H2Y 2A3, Canada",ChIJG_YW_FgayUwRlQbDtrBky_E,"320 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.5012927,-73.5560523,1,H2Y 2A3,OK,street_address
58,ROOFTOP,"350 Rue Saint-Paul O, Montréal, QC H2Y 2A6, Canada",ChIJ__-P5FgayUwRgRNiC2C24C0,"350 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.5011558,-73.5562125,1,H2Y 2A6,OK,street_address
59,ROOFTOP,"378 Rue Saint-Paul O, Montréal, QC H2Y 2A6, Canada",ChIJS8p54VgayUwRWS13T6MQUOE,"378 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.500766,-73.556467,1,H2Y 2A6,OK,street_address
60,ROOFTOP,"385 Rue Saint-Paul O, Montréal, QC H2Y 2A6, Canada",ChIJt4_g4VgayUwRxCr3CMCcFxE,"385 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.5007806,-73.5567358,1,H2Y 2A6,OK,street_address
61,ROOFTOP,"387 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJSeJOHlkayUwRxS4Ah1AD65w,"387 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50073279999999,-73.5568497,1,H2Y 2A7,OK,street_address
62,ROOFTOP,"387 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJSeJOHlkayUwRxS4Ah1AD65w,"387 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50073279999999,-73.5568497,1,H2Y 2A7,OK,street_address
63,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
64,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
65,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
66,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
67,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
68,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
69,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
70,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
71,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
72,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
73,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
74,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
75,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
76,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
77,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
78,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
79,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
80,ROOFTOP,"389 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJU7jaH1kayUwRaWEBW2qwQjQ,"389 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50065619999999,-73.55680389999999,1,H2Y 2A7,OK,street_address
81,ROOFTOP,"373 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJReSpHVkayUwRd5k1IpbfsKc,"373 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.5009808,-73.55673399999999,1,H2Y 2A7,OK,premise
82,ROOFTOP,"373 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJReSpHVkayUwRd5k1IpbfsKc,"373 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.5009808,-73.55673399999999,1,H2Y 2A7,OK,premise
83,ROOFTOP,"373 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJReSpHVkayUwRd5k1IpbfsKc,"373 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.5009808,-73.55673399999999,1,H2Y 2A7,OK,premise
84,ROOFTOP,"351 Rue Saint-Paul O, Montréal, QC H2Y 2A7, Canada",ChIJM6By_VgayUwRpByYxWHRcKA,"351 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.5012169,-73.5564768,1,H2Y 2A7,OK,street_address
85,ROOFTOP,"235 Rue Saint-Paul O, Montréal, QC H2Y 2A2, Canada",ChIJb2Y7TVgayUwR6-hwF8FYZbk,"235 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50230699999999,-73.555705,1,H2Y 2A2,OK,street_address
86,RANGE_INTERPOLATED,"225 Rue Saint-Paul O, Montréal, QC H2Y 1Z9, Canada",EjMyMjUgUnVlIFNhaW50LVBhdWwgTywgTW9udHLDqWFsLCBRQyBIMlkgMVo5LCBDYW5hZGEiGxIZChQKEgm7IcBNWBrJTBGi84lf63ye3RDhAQ,"225 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50240429999999,-73.5556195,1,H2Y 1Z9,OK,street_address
87,ROOFTOP,"231 Rue Saint-Paul O, Montréal, QC H2Y 2A2, Canada",ChIJ40kiTVgayUwRSSDPoYMpKys,"231 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.5023229,-73.555678,1,H2Y 2A2,OK,street_address
88,ROOFTOP,"221 Rue Saint-Paul O, Montréal, QC H2Y 2A2, Canada",ChIJeYx7TFgayUwRze6tPxQObjs,"221 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.502426,-73.555561,1,H2Y 2A2,OK,street_address
89,ROOFTOP,"215 Rue Saint-Paul O, Montréal, QC H2Y 2A1, Canada",ChIJcWdyS1gayUwRAZe2rWsqgV4,"215 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.50253360000001,-73.55548370000001,1,H2Y 2A1,OK,street_address
90,ROOFTOP,"1030 Rue de Bleury, Montréal, QC H2Z 1M9, Canada",ChIJl3Grk1oayUwRI1S-NmSjCC4,"1030 rue De Bleury  (MTL), Montreal,Canada",45.503981,-73.5625511,1,H2Z 1M9,OK,street_address
91,ROOFTOP,"1076 Rue de Bleury, Montréal, QC H2Z 1N1, Canada",ChIJhQ0su1oayUwRLTm138Xe-3g,"1076 rue De Bleury  (MTL), Montreal,Canada",45.5045353,-73.5634405,1,H2Z 1N1,OK,street_address
92,ROOFTOP,"209 Rue Saint-Paul O, Montréal, QC H2Y 1Z9, Canada",ChIJ7-tmSlgayUwRobrSwCfEHaM,"209 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.5026251,-73.55545959999999,1,H2Y 1Z9,OK,street_address
93,ROOFTOP,"205 Rue Saint-Paul O, Montréal, QC H2Y 2A1, Canada",ChIJ_Wn0SlgayUwRc1cXaCDTYms,"205 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.5026771,-73.55548379999999,1,H2Y 2A1,OK,street_address
94,ROOFTOP,"201 Rue Saint-Paul O, Montréal, QC H2Y 1Z9, Canada",ChIJO5WlSlgayUwRcSes-7CV9wQ,"201 rue Saint-Paul Ouest  (MTL), Montreal,Canada",45.5027537,-73.5554909,1,H2Y 1Z9,OK,premise
95,ROOFTOP,"356 Rue le Moyne, Montréal, QC H2Y 1Y3, Canada",ChIJjxivBVkayUwRaC0SOaATVuU,"356 rue Le Moyne  (MTL), Montreal,Canada",45.5013574,-73.5570113,1,H2Y 1Y3,OK,street_address
96,ROOFTOP,"366 Rue le Moyne, Montréal, QC H2Y 1Y3, Canada",ChIJnw60BFkayUwRvMqgoeO7HH0,"366 rue Le Moyne  (MTL), Montreal,Canada",45.5011883,-73.5569835,1,H2Y 1Y3,OK,premise
97,ROOFTOP,"1250 Rue de Bleury, Montréal, QC H3B 2W4, Canada",ChIJTy28g08ayUwR6Ab0PBCoKH8,"1250 rue De Bleury  (MTL), Montreal,Canada",45.5060324,-73.56668300000001,1,H3B 2W4,OK,street_address
98,ROOFTOP,"1420 Rue de Bleury, Montréal, QC H3A 2J1, Canada",ChIJ981zb08ayUwR0oMxzpqnWm0,"1420 rue De Bleury  (MTL), Montreal,Canada",45.506464,-73.567814,1,H3A 2J1,OK,street_address
99,ROOFTOP,"386 Rue le Moyne, Montréal, QC H2Y 1Y3, Canada",ChIJn8tlGVkayUwRcTy0kxc7M3Y,"386 rue Le Moyne  (MTL), Montreal,Canada",45.5008916,-73.55721849999999,1,H2Y 1Y3,OK,premise
100,ROOFTOP,"1434 Rue de Bleury, Montréal, QC H3A 2J1, Canada",ChIJYcVqaU8ayUwRbYcqc_hAqb8,"1434 rue De Bleury  (MTL), Montreal,Canada",45.5066592,-73.5679844,1,H3A 2J1,OK,street_address
101,ROOFTOP,"350 Rue Mayor, Montréal, QC H3A 1N7, Canada",ChIJ7Rceak8ayUwRYC04asRnSsA,"350 rue Mayor  (MTL), Montreal,Canada",45.50671029999999,-73.5680663,1,H3A 1N7,OK,street_address
102,ROOFTOP,"390 Rue le Moyne, Montréal, QC H2Y 1Y3, Canada",ChIJEyPmGVkayUwRW5ZiiwJs7Qo,"390 rue Le Moyne  (MTL), Montreal,Canada",45.5008954,-73.55738199999999,1,H2Y 1Y3,OK,street_address
103,ROOFTOP,"212 Rue du Saint-Sacrement, Montréal, QC H2Y 1W8, Canada",ChIJIbgBuFkayUwRlDgoyKAlRFI,"212 rue du Saint-Sacrement  (MTL), Montreal,Canada",45.5028783,-73.5562881,1,H2Y 1W8,OK,street_address
104,ROOFTOP,"2050 Rue de Bleury, Montréal, QC H3A 3S1, Canada",ChIJkxDJy0gayUwRyhKY77MtCck,"2050 rue De Bleury  (MTL), Montreal,Canada",45.507516,-73.5697113,1,H3A 3S1,OK,street_address
105,ROOFTOP,"2100 Rue de Bleury, Montréal, QC H3A 2K3, Canada",ChIJF49OxEgayUwRRR6gz87bPlU,"2100 rue De Bleury  (MTL), Montreal,Canada",45.5077919,-73.570373,1,H3A 2K3,OK,street_address
